arm_flag,x,y,z,qx,qy,qz,qw,right_fb_joint,right_side_joint,right_bigarm_joint,right_elbow_joint,right_smallarm_joint,right_wrist_joint
1,0.5889754368645859,0.19220027742786727,1.9826232141412639,0.7521528148939395,0.35560700841466253,-0.006166378432528055,0.5547718219146738,2.574852047050218,0.8850791903861593,0.42672581852689373,1.1405139062097809,0.2016908293364703,-0.5311559731968603
1,0.4619162132846826,0.4802155236717127,1.7145163015783917,0.3642393512911855,-0.03379550761003931,0.24739816731685055,0.8972077270312717,2.2489749934096324,1.828693600643761,1.512764050116852,1.6205121400691112,-0.13405043693779817,0.7221268686517084
1,0.6731391498463568,0.09778457830896903,1.8527538115806612,0.49995170571337705,-0.2904397765720959,-0.5572885668197587,0.5959215396602284,1.8499678902352554,1.6967567071127279,-0.035066585456603835,1.1603603462189098,1.2770197467284206,0.22831045972066544
1,0.6165215231073731,0.11689817587671263,1.0825914481437338,-0.6929556185301006,-0.4170544472119264,0.48581122536990745,0.33145972924762857,-1.1959877006755921,1.7120382568701324,0.6969535809986387,1.41385218697654,1.297820708418691,0.16144961772273037
1,0.6608263376664903,0.09117405507505194,1.0406383848266751,-0.6506271379277909,-0.5112277271659659,0.03312270603900359,0.5605652724824005,-1.2301521831730802,0.9747508027575396,0.3263239097595676,1.0290959521992864,1.272229993995281,-0.5325959936096214
1,0.6717690009233053,-0.06497294584391777,1.029833769259802,-0.697317987580735,-0.2344279293976681,-0.514996978286352,0.43996509233188463,-0.6304445470080016,0.5579561634132317,0.3103656122105338,0.2140646011917716,0.5310760359574438,-0.5587351406983736
1,0.8100952672690818,-0.1680282579163992,1.4173848398694682,-0.8383772147101435,-0.542919359028796,0.03997023481534494,0.02765132502125262,-1.5355694320822346,0.8490385816770682,0.5722679503918889,0.08807139951953241,1.0863167060245797,-0.3178249415879164
1,0.3271717892375497,0.6555772943171616,1.9392472233244593,0.4029404979036372,0.26519285620896943,0.2710873312589998,0.8329606011065422,2.1770641898984957,0.5719372075437549,1.122915864869218,0.770679624657377,-0.36212868333875825,0.14450867935278766
1,0.41353861030798456,0.7212227775507741,1.7097024079507983,0.21615703947673337,0.08425142792489301,-0.02165322149172512,0.9724756907893903,1.937715134277372,1.0632448433871928,1.4195757656313581,1.4415051352642136,-0.09951540960426497,-0.43664204197628115
1,0.7143045055057788,0.4848731014851333,1.2822840456652704,-0.32342724629161895,-0.0975278116765315,-0.031942315811797024,0.9406714786610616,1.6187949774591865,1.7662978526385218,1.9611771895799472,0.89389856727677,0.417370985791512,0.7743044448762395
